Inches2SS,Weight2SS,Ram2SS,cpu_sizeSS,is_ssdSS,screen_typeSS,laptop_ID,is_train,Company2 Acer,Company2 Apple,Company2 Asus,Company2 Dell,Company2 HP,Company2 Lenovo,Company2 MSI,Company2 Toshiba,Company2 others,TypeName 2 in 1 Convertible,TypeName Gaming,TypeName Netbook,TypeName Notebook,TypeName Ultrabook,TypeName Workstation,OpSys Android,OpSys Chrome OS,OpSys Linux,OpSys Mac OS X,OpSys No OS,OpSys Windows 10,OpSys Windows 10 S,OpSys Windows 7,OpSys macOS,Price_euros
-1.231168907576971,-1.0144475810808489,-0.08718243062083855,0.04245059762672274,0.7451334649557856,-0.38522681492274385,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1339.69
-1.231168907576971,-1.059223601493184,-0.08718243062083855,-0.8813907291703766,-1.3420414556999363,-1.4879914884103789,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,898.94
0.3988274485709516,-0.28310591434604043,-0.08718243062083855,0.411987128345563,0.7451334649557856,0.7175378585648913,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,575.0
0.2570886349928718,-0.3278819347583757,1.520677617289143,0.7815236590644032,0.7451334649557856,-0.38522681492274385,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2537.45
-1.231168907576971,-1.0144475810808489,-0.08718243062083855,1.520596720502083,0.7451334649557856,-0.38522681492274385,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1803.6
0.3988274485709516,0.07510224895264121,-0.8911124545758292,1.335828455142663,-1.3420414556999363,-1.4879914884103789,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0
0.2570886349928718,-0.014449791872029275,1.520677617289143,-0.14231766773269655,-1.3420414556999363,-0.38522681492274385,7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2139.97
-1.231168907576971,-1.059223601493184,-0.08718243062083855,-0.8813907291703766,-1.3420414556999363,-1.4879914884103789,8,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1158.7
-0.7350830600536904,-1.1189249620429644,1.520677617289143,-0.8813907291703766,0.7451334649557856,0.7175378585648913,9,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1495.0
-0.7350830600536904,-0.6711647579196123,-0.08718243062083855,-1.2509272598892165,0.7451334649557856,0.7175378585648913,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,770.0
